Tweet Text,Username,Likes,Retweets,Views,Status ID,Datetime
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Kepala BGP Sumatera Selatan menjadi pembicara pada acara Seminar Nasional dan Musyawarah Wilayah Asosiasi Guru Pendidikan Pancasila Indonesia (AGPPI) Provinsi Sumatera Selatan yang di laksanakan pada tanggal 09 November 2024.

#BGPSUMSEL #BulanGuruNasional2024",@BGSUMSEL,,,14,1856343650349003124,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Spesial Otonomi meningkatkan akses pendidikan, kesehatan dan infrastruktur bagi masyarakat asli Papua
#indonesia #vietnam#hanoi  #kamboja#laos#permika.kh#hochiminhcity#permai  #indonesiamaju#gerakanindonesiabaru#papua",@akurini225463,,,18,1856161709846868477,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T14:29:50.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T00:37:49.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T00:37:49.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T00:37:49.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T00:37:49.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T00:37:49.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T00:37:49.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T00:37:49.000Z
"Yuk, kita dukung kesejahteraan guru. Kita butuh guru-guru sejahtera untuk mendorong kualitas pendidikan negara kita.

Karena pahlawan itu tidak hanya yang ada di medan perang namun juga di ruang kelas.",@cips_id,,,48,1856233004026474975,2024-11-12T00:37:49.000Z
"Pertemuan ini dihadiri oleh 12 pengusaha AS dan membahas pentingnya memperkuat kerja sama di bidang ekonomi, investasi, pendidikan dan pertahanan antara Indonesia dan AS.",@bkpm,,,15,1856323136708645133,2024-11-12T00:37:49.000Z
"naikkin gaji guru 
pemerataan pendidikan 
perbaikan bangunan sekolah 

coding & AI 

bro pikir semua orang indonesia mampu beli laptop kali",@diazemine,,,89,1856135239141339387,2024-11-12T00:37:49.000Z
Kyai Ahli Pendidikan jadi Mentri Pendidikan. Berkah bgt Buat Indonesia.,@SemutMerah2024,2,,65,1856129379174322400,2024-11-12T00:37:49.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T00:37:49.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T00:37:49.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T00:37:49.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T00:37:49.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T00:37:49.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T00:37:49.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T00:37:49.000Z
"Yuk, kita dukung kesejahteraan guru. Kita butuh guru-guru sejahtera untuk mendorong kualitas pendidikan negara kita.

Karena pahlawan itu tidak hanya yang ada di medan perang namun juga di ruang kelas.",@cips_id,,,48,1856233004026474975,2024-11-12T00:37:49.000Z
"Pertemuan ini dihadiri oleh 12 pengusaha AS dan membahas pentingnya memperkuat kerja sama di bidang ekonomi, investasi, pendidikan dan pertahanan antara Indonesia dan AS.",@bkpm,,,15,1856323136708645133,2024-11-12T00:37:49.000Z
"naikkin gaji guru 
pemerataan pendidikan 
perbaikan bangunan sekolah 

coding & AI 

bro pikir semua orang indonesia mampu beli laptop kali",@diazemine,,,89,1856135239141339387,2024-11-12T00:37:49.000Z
Kyai Ahli Pendidikan jadi Mentri Pendidikan. Berkah bgt Buat Indonesia.,@SemutMerah2024,2,,65,1856129379174322400,2024-11-12T00:37:49.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T00:37:49.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T00:37:49.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T00:37:49.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T00:37:49.000Z
"Ironis, topik pendidikan yg banyak dibahas justru sistem zonasi atau kurikulum, padahal yg utama ratakan dulu infrastruktur sekolah & naikkan kualitas guru. Kualitas guru akan naik, jika kesejahteraannya diperhatikan. Ketika guru bagus, murid jg pasti bagus, apapun kurikulumnya.",@adeantiko,,,16,1856485187968020943,2024-11-12T00:37:49.000Z
"Pendidikan dasar dulu. PMP, Budi Pekerti, matematika dasar, Bahasa Indonesia, seni dan budaya Indonesia  itu menurut saya lebih penting sih",@TAdjie79,,,19,1856334908895199694,2024-11-12T00:37:49.000Z
Kementerian Pendidikan dan Kebudayaan » Republik Indonesia,@MULYADI51427280,,,5,1856481391191699692,2024-11-12T00:37:49.000Z
"Yuk, kita dukung kesejahteraan guru. Kita butuh guru-guru sejahtera untuk mendorong kualitas pendidikan negara kita.

Karena pahlawan itu tidak hanya yang ada di medan perang namun juga di ruang kelas.",@cips_id,,,48,1856233004026474975,2024-11-12T00:37:49.000Z
"Pertemuan ini dihadiri oleh 12 pengusaha AS dan membahas pentingnya memperkuat kerja sama di bidang ekonomi, investasi, pendidikan dan pertahanan antara Indonesia dan AS.",@bkpm,,,15,1856323136708645133,2024-11-12T00:37:49.000Z
"naikkin gaji guru 
pemerataan pendidikan 
perbaikan bangunan sekolah 

coding & AI 

bro pikir semua orang indonesia mampu beli laptop kali",@diazemine,,,89,1856135239141339387,2024-11-12T00:37:49.000Z
Kyai Ahli Pendidikan jadi Mentri Pendidikan. Berkah bgt Buat Indonesia.,@SemutMerah2024,2,,65,1856129379174322400,2024-11-12T00:37:49.000Z
"Targetnya emang dasarnya masyarakat yang gak punya banyak akses pendidikan tentang pemerintahan di Indonesia.

Mereka gak tau fungsi dari parlemen setiap daerah itu apa, yang paling diketahui ya eksekutif negara karena paling menonjol. Karena yang berpendidikan gak suka sama dia.",@midas_sainz,5,,217,1856134268550033831,2024-11-12T00:37:49.000Z
"Istilah deep learning atau pembelajaran mendalam adalah pendekatan belajar untuk meningkatkan kapasitas siswa.

#DeepLearning #KurikulumMerdeka #MerdekaBelajar #Pendidikan",@educology_id,4,1,48,1856292783038005382,2024-11-12T00:37:49.000Z
Beasiswa PalmCo Scholarship diberikan oleh PTPN IV bekerja sama dengan Benihbaik. Beasiswa ini merupakan program bantuan pendidikan untuk mendukung pendidikan mahasiswa S1 yang telah terdaftar di universitas negeri di Indonesia.,@galau1detik,,,80,1856198500687753457,2024-11-12T00:37:49.000Z
"hasil mimpi.. dari 10th lalu Indonesia pembangunannya fokus di pendidikan dan Industri strategis (pertahanan dan angkatan perang), lupa ternyata bangun jalan toll yg benar2 bebas hambatan aka sepi",@ifhendra,,,9,1856165020327186549,2024-11-12T00:37:49.000Z
